Transaction,Item,date_time,period_day,weekday_weekend,weekday,wind,condition,temp_f,temp_c,dew_point_f,dew_point_c,wind_speed_mph,wind_gust_mph,wind_speed_kmh,wind_gust_kmh,humidity_%,pressure_in,precipitation_in,precipitation_accumulation_in
1908,Tea,2016-11-23 12:35:02,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1908,Cookies,2016-11-23 12:35:02,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1909,Mineral water,2016-11-23 12:42:33,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1910,Coffee,2016-11-23 12:49:38,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1910,Bread,2016-11-23 12:49:38,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1910,Tea,2016-11-23 12:49:38,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1910,Pastry,2016-11-23 12:49:38,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1910,Tiffin,2016-11-23 12:49:38,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1910,Cake,2016-11-23 12:49:38,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1911,Coffee,2016-11-23 13:04:46,afternoon,weekday,2,N,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1912,Cookies,2016-11-23 13:13:54,afternoon,weekday,2,VAR,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1913,Sandwich,2016-11-23 13:25:25,afternoon,weekday,2,VAR,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1914,Coffee,2016-11-23 13:26:38,afternoon,weekday,2,VAR,Fair,39,4.0,34,1.1111111111111112,3,0,4.82802,0.0,0.81,30,0,0
1915,Tea,2016-11-23 13:40:31,afternoon,weekday,2,WNW,Fair,41,5.0,34,1.1111111111111112,1,0,1.60934,0.0,0.76,30,0,0
1915,Sandwich,2016-11-23 13:40:31,afternoon,weekday,2,WNW,Fair,41,5.0,34,1.1111111111111112,1,0,1.60934,0.0,0.76,30,0,0
1916,Jam,2016-11-23 13:51:18,afternoon,weekday,2,WNW,Fair,41,5.0,34,1.1111111111111112,1,0,1.60934,0.0,0.76,30,0,0
1917,Brownie,2016-11-23 13:55:58,afternoon,weekday,2,WNW,Fair,41,5.0,34,1.1111111111111112,1,0,1.60934,0.0,0.76,30,0,0
1917,Tea,2016-11-23 13:55:58,afternoon,weekday,2,WNW,Fair,41,5.0,34,1.1111111111111112,1,0,1.60934,0.0,0.76,30,0,0
1919,Bread,2016-11-23 14:07:37,afternoon,weekday,2,NNW,Fair,41,5.0,34,1.1111111111111112,1,0,1.60934,0.0,0.76,30,0,0
1920,Bread,2016-11-23 14:22:27,afternoon,weekday,2,NNW,Fair,41,5.0,34,1.1111111111111112,1,0,1.60934,0.0,0.76,30,0,0
1920,Olum & polenta,2016-11-23 14:22:27,afternoon,weekday,2,NNW,Fair,41,5.0,34,1.1111111111111112,1,0,1.60934,0.0,0.76,30,0,0
1921,Bread,2016-11-23 14:52:03,afternoon,weekday,2,NW,Fair,43,6.0,34,1.1111111111111112,1,0,1.60934,0.0,0.7,30,0,0
1922,Polenta,2016-11-23 14:53:33,afternoon,weekday,2,NW,Fair,43,6.0,34,1.1111111111111112,1,0,1.60934,0.0,0.7,30,0,0
1922,Tea,2016-11-23 14:53:33,afternoon,weekday,2,NW,Fair,43,6.0,34,1.1111111111111112,1,0,1.60934,0.0,0.7,30,0,0
1923,Coffee,2016-11-23 14:59:48,afternoon,weekday,2,NW,Fair,43,6.0,34,1.1111111111111112,1,0,1.60934,0.0,0.7,30,0,0
1923,Sandwich,2016-11-23 14:59:48,afternoon,weekday,2,NW,Fair,43,6.0,34,1.1111111111111112,1,0,1.60934,0.0,0.7,30,0,0
1924,Coffee,2016-11-23 15:00:34,afternoon,weekday,2,NW,Fair,43,6.0,34,1.1111111111111112,1,0,1.60934,0.0,0.7,30,0,0
1925,Coffee,2016-11-23 15:05:02,afternoon,weekday,2,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1925,Cake,2016-11-23 15:05:02,afternoon,weekday,2,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1926,Tea,2016-11-23 15:09:18,afternoon,weekday,2,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1926,Coffee,2016-11-23 15:09:18,afternoon,weekday,2,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1926,Alfajores,2016-11-23 15:09:18,afternoon,weekday,2,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1927,Coke,2016-11-23 15:23:13,afternoon,weekday,2,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1928,Coffee,2016-11-23 15:44:44,afternoon,weekday,2,VAR,Fair,39,4.0,32,0.0,2,0,3.21868,0.0,0.75,30,0,0
1929,Coffee,2016-11-23 16:00:19,afternoon,weekday,2,VAR,Fair,39,4.0,32,0.0,2,0,3.21868,0.0,0.75,30,0,0
1930,Coffee,2016-11-23 16:14:41,afternoon,weekday,2,WSW,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1930,Medialuna,2016-11-23 16:14:41,afternoon,weekday,2,WSW,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1931,Cookies,2016-11-23 16:31:03,afternoon,weekday,2,WSW,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1931,Bread,2016-11-23 16:31:03,afternoon,weekday,2,WSW,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1932,Coffee,2016-11-23 16:36:53,afternoon,weekday,2,CALM,Fair,32,0.0,30,-1.1111111111111112,0,0,0.0,0.0,0.93,30,0,0
1933,Coffee,2016-11-23 17:00:41,evening,weekday,2,CALM,Fair,32,0.0,30,-1.1111111111111112,0,0,0.0,0.0,0.93,30,0,0
1934,Bread,2016-11-23 17:29:19,evening,weekday,2,SSW,Fair,30,-1.0,28,-2.2222222222222223,1,0,1.60934,0.0,0.93,30,0,0
1935,Bread,2016-11-24 08:41:10,morning,weekday,3,WSW,Patches of Fog,23,-5.0,21,-6.111111111111112,3,0,4.82802,0.0,0.93,30,0,0
1936,Coffee,2016-11-24 09:08:12,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1937,Coffee,2016-11-24 09:10:24,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1938,Hot chocolate,2016-11-24 09:11:11,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1939,Pastry,2016-11-24 09:20:18,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1940,Coffee,2016-11-24 09:21:00,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1940,Keeping It Local,2016-11-24 09:21:00,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1941,Pastry,2016-11-24 09:24:35,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1941,Bread,2016-11-24 09:24:35,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1942,Bread,2016-11-24 09:26:35,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1942,Keeping It Local,2016-11-24 09:26:35,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1943,Pastry,2016-11-24 09:28:53,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1944,Hot chocolate,2016-11-24 09:30:14,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1945,Coffee,2016-11-24 09:31:29,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1945,Pastry,2016-11-24 09:31:29,morning,weekday,3,VAR,Fair,25,-4.0,23,-5.0,2,0,3.21868,0.0,0.93,30,0,0
1946,Bread,2016-11-24 09:43:20,morning,weekday,3,CALM,Patches of Fog,27,-3.0,27,-2.7777777777777777,0,0,0.0,0.0,1.0,30,0,0
1946,Medialuna,2016-11-24 09:43:20,morning,weekday,3,CALM,Patches of Fog,27,-3.0,27,-2.7777777777777777,0,0,0.0,0.0,1.0,30,0,0
1947,Medialuna,2016-11-24 09:53:52,morning,weekday,3,CALM,Patches of Fog,27,-3.0,27,-2.7777777777777777,0,0,0.0,0.0,1.0,30,0,0
1947,Medialuna,2016-11-24 09:53:52,morning,weekday,3,CALM,Patches of Fog,27,-3.0,27,-2.7777777777777777,0,0,0.0,0.0,1.0,30,0,0
1947,Pastry,2016-11-24 09:53:52,morning,weekday,3,CALM,Patches of Fog,27,-3.0,27,-2.7777777777777777,0,0,0.0,0.0,1.0,30,0,0
1947,Alfajores,2016-11-24 09:53:52,morning,weekday,3,CALM,Patches of Fog,27,-3.0,27,-2.7777777777777777,0,0,0.0,0.0,1.0,30,0,0
1948,Coffee,2016-11-24 09:55:27,morning,weekday,3,CALM,Patches of Fog,27,-3.0,27,-2.7777777777777777,0,0,0.0,0.0,1.0,30,0,0
1949,Coffee,2016-11-24 10:02:17,morning,weekday,3,CALM,Patches of Fog,27,-3.0,27,-2.7777777777777777,0,0,0.0,0.0,1.0,30,0,0
1950,Tea,2016-11-24 10:05:35,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1950,Cake,2016-11-24 10:05:35,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1951,Coffee,2016-11-24 10:06:47,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1951,Bread,2016-11-24 10:06:47,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1952,Coffee,2016-11-24 10:07:54,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1953,Bread,2016-11-24 10:13:28,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1953,Tea,2016-11-24 10:13:28,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1953,Cake,2016-11-24 10:13:28,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1954,Bread,2016-11-24 10:18:24,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1954,Bread,2016-11-24 10:18:24,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1954,Coffee,2016-11-24 10:18:24,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1955,Coffee,2016-11-24 10:23:10,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1955,Alfajores,2016-11-24 10:23:10,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1956,Coffee,2016-11-24 10:25:34,morning,weekday,3,WSW,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1957,Bread,2016-11-24 10:45:39,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1957,Cookies,2016-11-24 10:45:39,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1958,Bread,2016-11-24 10:48:35,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1958,Sandwich,2016-11-24 10:48:35,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1958,Tea,2016-11-24 10:48:35,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1959,Bread,2016-11-24 10:51:27,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1960,Tea,2016-11-24 10:59:16,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1960,Coffee,2016-11-24 10:59:16,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1960,Cake,2016-11-24 10:59:16,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1961,Bread,2016-11-24 11:03:46,morning,weekday,3,SW,Fair,32,0.0,28,-2.2222222222222223,3,0,4.82802,0.0,0.87,30,0,0
1962,Hot chocolate,2016-11-24 11:05:57,morning,weekday,3,VAR,Fair,32,0.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.93,30,0,0
1962,Brownie,2016-11-24 11:05:57,morning,weekday,3,VAR,Fair,32,0.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.93,30,0,0
1963,Bread,2016-11-24 11:34:17,morning,weekday,3,VAR,Fair,32,0.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.93,30,0,0
1964,Tea,2016-11-24 11:39:29,morning,weekday,3,VAR,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1964,Coffee,2016-11-24 11:39:29,morning,weekday,3,VAR,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1965,Coffee,2016-11-24 11:46:56,morning,weekday,3,VAR,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1965,Cake,2016-11-24 11:46:56,morning,weekday,3,VAR,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1966,The Nomad,2016-11-24 11:57:00,morning,weekday,3,VAR,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1966,Bread,2016-11-24 11:57:00,morning,weekday,3,VAR,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1966,Tea,2016-11-24 11:57:00,morning,weekday,3,VAR,Fair,34,1.0,30,-1.1111111111111112,1,0,1.60934,0.0,0.87,30,0,0
1967,Coffee,2016-11-24 12:05:18,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1967,Smoothies,2016-11-24 12:05:18,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1968,Bread,2016-11-24 12:18:32,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1969,Bread,2016-11-24 12:20:13,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1970,Coffee,2016-11-24 12:35:32,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1970,Bread,2016-11-24 12:35:32,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1971,Coffee,2016-11-24 12:54:14,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1971,Cake,2016-11-24 12:54:14,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1972,Fudge,2016-11-24 12:57:45,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1972,Coffee,2016-11-24 12:57:45,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1972,Coffee,2016-11-24 12:57:45,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1972,Sandwich,2016-11-24 12:57:45,afternoon,weekday,3,VAR,Fair,36,2.0,32,0.0,3,0,4.82802,0.0,0.87,30,0,0
1973,Brownie,2016-11-24 13:12:59,afternoon,weekday,3,NNW,Fair,36,2.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.81,30,0,0
1974,Bread,2016-11-24 13:23:10,afternoon,weekday,3,NNW,Fair,36,2.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.81,30,0,0
1974,Sandwich,2016-11-24 13:23:10,afternoon,weekday,3,NNW,Fair,36,2.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.81,30,0,0
1975,Coffee,2016-11-24 13:28:42,afternoon,weekday,3,NNW,Fair,36,2.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.81,30,0,0
1976,Bread,2016-11-24 13:29:16,afternoon,weekday,3,NNW,Fair,36,2.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.81,30,0,0
1976,Brownie,2016-11-24 13:29:16,afternoon,weekday,3,NNW,Fair,36,2.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.81,30,0,0
1977,Sandwich,2016-11-24 13:31:38,afternoon,weekday,3,NNW,Fair,36,2.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.81,30,0,0
1978,Coffee,2016-11-24 13:39:41,afternoon,weekday,3,CALM,Fair,39,4.0,32,0.0,0,0,0.0,0.0,0.75,30,0,0
1978,Sandwich,2016-11-24 13:39:41,afternoon,weekday,3,CALM,Fair,39,4.0,32,0.0,0,0,0.0,0.0,0.75,30,0,0
1978,Hearty & Seasonal,2016-11-24 13:39:41,afternoon,weekday,3,CALM,Fair,39,4.0,32,0.0,0,0,0.0,0.0,0.75,30,0,0
1979,Coffee,2016-11-24 13:58:03,afternoon,weekday,3,CALM,Fair,39,4.0,32,0.0,0,0,0.0,0.0,0.75,30,0,0
1980,Tea,2016-11-24 13:58:38,afternoon,weekday,3,CALM,Fair,39,4.0,32,0.0,0,0,0.0,0.0,0.75,30,0,0
1980,Cake,2016-11-24 13:58:38,afternoon,weekday,3,CALM,Fair,39,4.0,32,0.0,0,0,0.0,0.0,0.75,30,0,0
1981,Coffee,2016-11-24 14:18:49,afternoon,weekday,3,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1981,Bread,2016-11-24 14:18:49,afternoon,weekday,3,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1982,Coffee,2016-11-24 14:19:19,afternoon,weekday,3,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1982,Sandwich,2016-11-24 14:19:19,afternoon,weekday,3,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1983,Coffee,2016-11-24 14:32:19,afternoon,weekday,3,VAR,Fair,41,5.0,32,0.0,1,0,1.60934,0.0,0.7,30,0,0
1984,Cake,2016-11-24 14:35:19,afternoon,weekday,3,VAR,Fair,39,4.0,32,0.0,1,0,1.60934,0.0,0.75,30,0,0
1985,Coffee,2016-11-24 14:52:39,afternoon,weekday,3,VAR,Fair,39,4.0,32,0.0,1,0,1.60934,0.0,0.75,30,0,0
1985,Alfajores,2016-11-24 14:52:39,afternoon,weekday,3,VAR,Fair,39,4.0,32,0.0,1,0,1.60934,0.0,0.75,30,0,0
1986,Coffee,2016-11-24 14:53:44,afternoon,weekday,3,VAR,Fair,39,4.0,32,0.0,1,0,1.60934,0.0,0.75,30,0,0
1986,Cake,2016-11-24 14:53:44,afternoon,weekday,3,VAR,Fair,39,4.0,32,0.0,1,0,1.60934,0.0,0.75,30,0,0
1987,Tea,2016-11-24 14:58:05,afternoon,weekday,3,VAR,Fair,39,4.0,32,0.0,1,0,1.60934,0.0,0.75,30,0,0
1987,Tea,2016-11-24 14:58:05,afternoon,weekday,3,VAR,Fair,39,4.0,32,0.0,1,0,1.60934,0.0,0.75,30,0,0
1988,Bread,2016-11-24 15:17:33,afternoon,weekday,3,N,Fair,37,3.0,32,0.0,3,0,4.82802,0.0,0.81,30,0,0
1989,Tea,2016-11-24 15:30:26,afternoon,weekday,3,N,Fair,37,3.0,32,0.0,3,0,4.82802,0.0,0.81,30,0,0
1989,Cake,2016-11-24 15:30:26,afternoon,weekday,3,N,Fair,37,3.0,32,0.0,3,0,4.82802,0.0,0.81,30,0,0
1990,Brownie,2016-11-24 15:33:37,afternoon,weekday,3,N,Fair,37,3.0,32,0.0,3,0,4.82802,0.0,0.81,30,0,0
1990,Alfajores,2016-11-24 15:33:37,afternoon,weekday,3,N,Fair,37,3.0,32,0.0,3,0,4.82802,0.0,0.81,30,0,0
1991,Hack the stack,2016-11-24 16:00:48,afternoon,weekday,3,NW,Fair,34,1.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.87,30,0,0
1991,Art Tray,2016-11-24 16:00:48,afternoon,weekday,3,NW,Fair,34,1.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.87,30,0,0
1991,Coffee,2016-11-24 16:00:48,afternoon,weekday,3,NW,Fair,34,1.0,30,-1.1111111111111112,2,0,3.21868,0.0,0.87,30,0,0
1992,Tea,2016-11-24 16:09:50,afternoon,weekday,3,WSW,Fair,32,0.0,30,-1.1111111111111112,3,0,4.82802,0.0,0.93,30,0,0
1993,Coffee,2016-11-24 16:32:12,afternoon,weekday,3,WSW,Fair,32,0.0,30,-1.1111111111111112,3,0,4.82802,0.0,0.93,30,0,0
1993,Cake,2016-11-24 16:32:12,afternoon,weekday,3,WSW,Fair,32,0.0,30,-1.1111111111111112,3,0,4.82802,0.0,0.93,30,0,0
1994,Coffee,2016-11-24 16:49:46,afternoon,weekday,3,NNW,Fair,30,-1.0,28,-2.2222222222222223,1,0,1.60934,0.0,0.93,30,0,0
1994,Coke,2016-11-24 16:49:46,afternoon,weekday,3,NNW,Fair,30,-1.0,28,-2.2222222222222223,1,0,1.60934,0.0,0.93,30,0,0
1995,Hack the stack,2016-11-24 17:02:59,evening,weekday,3,NNW,Fair,30,-1.0,28,-2.2222222222222223,1,0,1.60934,0.0,0.93,30,0,0
1995,My-5 Fruit Shoot,2016-11-24 17:02:59,evening,weekday,3,NNW,Fair,30,-1.0,28,-2.2222222222222223,1,0,1.60934,0.0,0.93,30,0,0
1995,Tea,2016-11-24 17:02:59,evening,weekday,3,NNW,Fair,30,-1.0,28,-2.2222222222222223,1,0,1.60934,0.0,0.93,30,0,0
1995,Art Tray,2016-11-24 17:02:59,evening,weekday,3,NNW,Fair,30,-1.0,28,-2.2222222222222223,1,0,1.60934,0.0,0.93,30,0,0
1996,Ella's Kitchen Pouches,2016-11-24 17:10:11,evening,weekday,3,VAR,Fair,28,-2.0,27,-2.7777777777777777,2,0,3.21868,0.0,0.93,30,0,0
1997,Coffee,2016-11-25 08:08:12,morning,weekday,4,WNW,Patches of Fog,30,-1.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.93,30,0,0
1997,Medialuna,2016-11-25 08:08:12,morning,weekday,4,WNW,Patches of Fog,30,-1.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.93,30,0,0
1998,Coffee,2016-11-25 08:52:24,morning,weekday,4,W,Patches of Fog,30,-1.0,27,-2.7777777777777777,5,0,8.0467,0.0,0.86,30,0,0
1999,Coffee,2016-11-25 09:04:23,morning,weekday,4,W,Patches of Fog,30,-1.0,27,-2.7777777777777777,5,0,8.0467,0.0,0.86,30,0,0
1999,Coffee,2016-11-25 09:04:23,morning,weekday,4,W,Patches of Fog,30,-1.0,27,-2.7777777777777777,5,0,8.0467,0.0,0.86,30,0,0
2000,Coffee,2016-11-25 09:09:28,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2000,Bread,2016-11-25 09:09:28,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2001,Coffee,2016-11-25 09:10:18,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2001,Medialuna,2016-11-25 09:10:18,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2002,Coffee,2016-11-25 09:21:29,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2003,Coffee,2016-11-25 09:29:47,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2004,Coffee,2016-11-25 09:31:45,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2004,Pastry,2016-11-25 09:31:45,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2004,Bread,2016-11-25 09:31:45,morning,weekday,4,W,Patches of Fog,32,0.0,28,-2.2222222222222223,5,0,8.0467,0.0,0.87,30,0,0
2005,Bread,2016-11-25 09:35:47,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
2005,Coffee,2016-11-25 09:35:47,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
2006,Bread,2016-11-25 09:36:46,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
2007,Keeping It Local,2016-11-25 09:44:09,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
2007,Coffee,2016-11-25 09:44:09,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
2007,Bread,2016-11-25 09:44:09,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
2008,Coffee,2016-11-25 09:50:38,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
2009,Coffee,2016-11-25 09:51:05,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
2009,Coffee,2016-11-25 09:51:05,morning,weekday,4,W,Fair,32,0.0,30,-1.1111111111111112,5,0,8.0467,0.0,0.93,30,0,0
