Transaction,Item,date_time,period_day,weekday_weekend,weekday
2605,Cake,2016-12-04 13:15:56,afternoon,weekend,6
2605,Cookies,2016-12-04 13:15:56,afternoon,weekend,6
2606,Coffee,2016-12-04 13:18:31,afternoon,weekend,6
2607,Bread,2016-12-04 13:21:06,afternoon,weekend,6
2608,Farm House,2016-12-04 13:50:59,afternoon,weekend,6
2609,Bread,2016-12-04 13:58:32,afternoon,weekend,6
2610,Coffee,2016-12-04 14:03:46,afternoon,weekend,6
2610,Medialuna,2016-12-04 14:03:46,afternoon,weekend,6
2611,Hot chocolate,2016-12-04 14:07:44,afternoon,weekend,6
2611,Tea,2016-12-04 14:07:44,afternoon,weekend,6
2611,Coffee,2016-12-04 14:07:44,afternoon,weekend,6
2611,Coffee,2016-12-04 14:07:44,afternoon,weekend,6
2611,Cake,2016-12-04 14:07:44,afternoon,weekend,6
2612,Tea,2016-12-04 14:12:54,afternoon,weekend,6
2612,Hot chocolate,2016-12-04 14:12:54,afternoon,weekend,6
2612,Truffles,2016-12-04 14:12:54,afternoon,weekend,6
2613,Hot chocolate,2016-12-04 14:16:55,afternoon,weekend,6
2613,Hot chocolate,2016-12-04 14:16:55,afternoon,weekend,6
2613,Hot chocolate,2016-12-04 14:16:55,afternoon,weekend,6
2614,Coffee,2016-12-04 14:27:31,afternoon,weekend,6
2614,Coffee,2016-12-04 14:27:31,afternoon,weekend,6
2614,Coffee,2016-12-04 14:27:31,afternoon,weekend,6
2614,Sandwich,2016-12-04 14:27:31,afternoon,weekend,6
2614,Crepes,2016-12-04 14:27:31,afternoon,weekend,6
2615,Bread,2016-12-04 14:32:26,afternoon,weekend,6
2615,Crepes,2016-12-04 14:32:26,afternoon,weekend,6
2616,Bread,2016-12-04 14:40:52,afternoon,weekend,6
2616,Muffin,2016-12-04 14:40:52,afternoon,weekend,6
2616,Cake,2016-12-04 14:40:52,afternoon,weekend,6
2616,Coffee,2016-12-04 14:40:52,afternoon,weekend,6
2616,Medialuna,2016-12-04 14:40:52,afternoon,weekend,6
2617,Coffee,2016-12-04 14:41:27,afternoon,weekend,6
2618,Bread,2016-12-04 14:46:44,afternoon,weekend,6
2618,Coffee,2016-12-04 14:46:44,afternoon,weekend,6
2618,Cookies,2016-12-04 14:46:44,afternoon,weekend,6
2619,Medialuna,2016-12-04 14:50:25,afternoon,weekend,6
2619,Crepes,2016-12-04 14:50:25,afternoon,weekend,6
2620,Muffin,2016-12-04 14:52:49,afternoon,weekend,6
2621,Medialuna,2016-12-04 14:54:51,afternoon,weekend,6
2621,Tea,2016-12-04 14:54:51,afternoon,weekend,6
2622,Pastry,2016-12-04 15:02:11,afternoon,weekend,6
2623,Tea,2016-12-04 15:41:11,afternoon,weekend,6
2624,Coffee,2016-12-04 15:46:13,afternoon,weekend,6
2624,Scone,2016-12-04 15:46:13,afternoon,weekend,6
2624,Coffee,2016-12-04 15:46:13,afternoon,weekend,6
2625,Bread,2016-12-04 16:12:14,afternoon,weekend,6
2625,Coffee,2016-12-04 16:12:14,afternoon,weekend,6
2625,Coffee,2016-12-04 16:12:14,afternoon,weekend,6
2625,Coffee,2016-12-04 16:12:14,afternoon,weekend,6
2626,Truffles,2016-12-04 16:15:01,afternoon,weekend,6
2626,Tea,2016-12-04 16:15:01,afternoon,weekend,6
2627,Cookies,2016-12-04 16:19:11,afternoon,weekend,6
2627,Cookies,2016-12-04 16:19:11,afternoon,weekend,6
2628,Coffee,2016-12-05 08:25:55,morning,weekday,0
2629,Bread,2016-12-05 08:35:23,morning,weekday,0
2630,Coffee,2016-12-05 08:36:11,morning,weekday,0
2630,Bread,2016-12-05 08:36:11,morning,weekday,0
2630,Toast,2016-12-05 08:36:11,morning,weekday,0
2630,Pastry,2016-12-05 08:36:11,morning,weekday,0
2631,Coffee,2016-12-05 09:04:44,morning,weekday,0
2632,Muffin,2016-12-05 09:09:17,morning,weekday,0
2633,Bread,2016-12-05 09:19:19,morning,weekday,0
2634,Farm House,2016-12-05 09:20:45,morning,weekday,0
2635,Coffee,2016-12-05 09:22:08,morning,weekday,0
2636,Bread,2016-12-05 09:24:21,morning,weekday,0
2637,Bread,2016-12-05 09:25:24,morning,weekday,0
2638,Tea,2016-12-05 09:28:53,morning,weekday,0
2638,Coffee,2016-12-05 09:28:53,morning,weekday,0
2638,Pastry,2016-12-05 09:28:53,morning,weekday,0
2638,Alfajores,2016-12-05 09:28:53,morning,weekday,0
2639,Coffee,2016-12-05 09:33:12,morning,weekday,0
2639,Coffee,2016-12-05 09:33:12,morning,weekday,0
2639,Toast,2016-12-05 09:33:12,morning,weekday,0
2639,Medialuna,2016-12-05 09:33:12,morning,weekday,0
2640,Coffee,2016-12-05 09:33:58,morning,weekday,0
2641,Juice,2016-12-05 09:42:43,morning,weekday,0
2641,Tea,2016-12-05 09:42:43,morning,weekday,0
2641,Bread,2016-12-05 09:42:43,morning,weekday,0
2641,Medialuna,2016-12-05 09:42:43,morning,weekday,0
2642,Medialuna,2016-12-05 09:45:14,morning,weekday,0
2642,Coffee,2016-12-05 09:45:14,morning,weekday,0
2642,Toast,2016-12-05 09:45:14,morning,weekday,0
2643,Pastry,2016-12-05 09:46:18,morning,weekday,0
2643,Tea,2016-12-05 09:46:18,morning,weekday,0
2644,Farm House,2016-12-05 09:51:34,morning,weekday,0
2645,Coffee,2016-12-05 10:07:40,morning,weekday,0
2645,Coffee,2016-12-05 10:07:40,morning,weekday,0
2646,Coffee,2016-12-05 10:14:02,morning,weekday,0
2647,Coffee,2016-12-05 10:40:23,morning,weekday,0
2647,Coffee,2016-12-05 10:40:23,morning,weekday,0
2647,Muffin,2016-12-05 10:40:23,morning,weekday,0
2648,Coffee,2016-12-05 10:41:51,morning,weekday,0
2649,Coffee,2016-12-05 10:42:31,morning,weekday,0
2649,Muffin,2016-12-05 10:42:31,morning,weekday,0
2650,Coffee,2016-12-05 10:52:01,morning,weekday,0
2650,Sandwich,2016-12-05 10:52:01,morning,weekday,0
2651,Dulce de Leche,2016-12-05 10:56:44,morning,weekday,0
2651,Bread,2016-12-05 10:56:44,morning,weekday,0
2651,Coffee,2016-12-05 10:56:44,morning,weekday,0
2651,Pastry,2016-12-05 10:56:44,morning,weekday,0
2651,Bread,2016-12-05 10:56:44,morning,weekday,0
2652,Jam,2016-12-05 10:58:46,morning,weekday,0
2653,Coffee,2016-12-05 11:04:23,morning,weekday,0
2653,Coffee,2016-12-05 11:04:23,morning,weekday,0
2653,Medialuna,2016-12-05 11:04:23,morning,weekday,0
2654,Cookies,2016-12-05 11:09:34,morning,weekday,0
2654,Coffee,2016-12-05 11:09:34,morning,weekday,0
2654,Pastry,2016-12-05 11:09:34,morning,weekday,0
2655,Farm House,2016-12-05 12:14:03,afternoon,weekday,0
2656,Coffee,2016-12-05 12:26:57,afternoon,weekday,0
2657,Coffee,2016-12-05 12:33:52,afternoon,weekday,0
2659,Bread,2016-12-05 12:51:42,afternoon,weekday,0
2659,Pastry,2016-12-05 12:51:42,afternoon,weekday,0
2660,Juice,2016-12-05 12:56:06,afternoon,weekday,0
2660,Sandwich,2016-12-05 12:56:06,afternoon,weekday,0
2661,Coffee,2016-12-05 12:58:48,afternoon,weekday,0
2661,Coffee,2016-12-05 12:58:48,afternoon,weekday,0
2661,Alfajores,2016-12-05 12:58:48,afternoon,weekday,0
2662,Coffee,2016-12-05 13:11:30,afternoon,weekday,0
2662,Sandwich,2016-12-05 13:11:30,afternoon,weekday,0
2663,Bread,2016-12-05 13:30:27,afternoon,weekday,0
2664,Bread,2016-12-05 13:31:30,afternoon,weekday,0
2665,Bread,2016-12-05 13:40:52,afternoon,weekday,0
2665,Tea,2016-12-05 13:40:52,afternoon,weekday,0
2665,Medialuna,2016-12-05 13:40:52,afternoon,weekday,0
2666,Coffee,2016-12-05 13:46:47,afternoon,weekday,0
2666,Muffin,2016-12-05 13:46:47,afternoon,weekday,0
2667,Cake,2016-12-05 13:50:44,afternoon,weekday,0
2667,Tea,2016-12-05 13:50:44,afternoon,weekday,0
2668,Cookies,2016-12-05 13:52:34,afternoon,weekday,0
2668,Coffee,2016-12-05 13:52:34,afternoon,weekday,0
2669,Hearty & Seasonal,2016-12-05 14:04:32,afternoon,weekday,0
2669,Coke,2016-12-05 14:04:32,afternoon,weekday,0
2670,Coffee,2016-12-05 14:12:21,afternoon,weekday,0
2670,Coffee,2016-12-05 14:12:21,afternoon,weekday,0
2670,Muffin,2016-12-05 14:12:21,afternoon,weekday,0
2670,Sandwich,2016-12-05 14:12:21,afternoon,weekday,0
2671,Alfajores,2016-12-05 14:15:37,afternoon,weekday,0
2672,Alfajores,2016-12-05 14:30:28,afternoon,weekday,0
2673,Sandwich,2016-12-05 14:39:46,afternoon,weekday,0
2673,Coffee,2016-12-05 14:39:46,afternoon,weekday,0
2674,Hot chocolate,2016-12-05 14:43:20,afternoon,weekday,0
2674,Coffee,2016-12-05 14:43:20,afternoon,weekday,0
2674,Muffin,2016-12-05 14:43:20,afternoon,weekday,0
2674,Sandwich,2016-12-05 14:43:20,afternoon,weekday,0
2675,Muffin,2016-12-05 14:48:51,afternoon,weekday,0
2676,Coffee,2016-12-05 15:00:58,afternoon,weekday,0
2676,Tea,2016-12-05 15:00:58,afternoon,weekday,0
2676,Bread,2016-12-05 15:00:58,afternoon,weekday,0
2677,Coffee,2016-12-05 15:01:39,afternoon,weekday,0
2678,Bread,2016-12-05 15:13:04,afternoon,weekday,0
2678,Medialuna,2016-12-05 15:13:04,afternoon,weekday,0
2678,Cookies,2016-12-05 15:13:04,afternoon,weekday,0
2678,Tea,2016-12-05 15:13:04,afternoon,weekday,0
2679,Coffee,2016-12-05 15:27:04,afternoon,weekday,0
2680,Coffee,2016-12-05 15:45:32,afternoon,weekday,0
2680,Bread,2016-12-05 15:45:32,afternoon,weekday,0
2680,Coffee,2016-12-05 15:45:32,afternoon,weekday,0
2681,Alfajores,2016-12-05 16:23:40,afternoon,weekday,0
2681,Alfajores,2016-12-05 16:23:40,afternoon,weekday,0
2681,Coffee,2016-12-05 16:23:40,afternoon,weekday,0
2681,Sandwich,2016-12-05 16:23:40,afternoon,weekday,0
2681,Sandwich,2016-12-05 16:23:40,afternoon,weekday,0
2681,Bread,2016-12-05 16:23:40,afternoon,weekday,0
2682,Coffee,2016-12-05 16:53:44,afternoon,weekday,0
2682,Coffee,2016-12-05 16:53:44,afternoon,weekday,0
2682,Bread,2016-12-05 16:53:44,afternoon,weekday,0
2682,Cookies,2016-12-05 16:53:44,afternoon,weekday,0
2682,Medialuna,2016-12-05 16:53:44,afternoon,weekday,0
2682,Coffee,2016-12-05 16:53:44,afternoon,weekday,0
2683,Coffee,2016-12-06 08:11:46,morning,weekday,1
2683,Cookies,2016-12-06 08:11:46,morning,weekday,1
2684,Farm House,2016-12-06 08:26:54,morning,weekday,1
2685,Coffee,2016-12-06 08:58:58,morning,weekday,1
2686,Coke,2016-12-06 09:20:17,morning,weekday,1
2687,Coffee,2016-12-06 09:26:06,morning,weekday,1
2687,Bread,2016-12-06 09:26:06,morning,weekday,1
2688,Pastry,2016-12-06 09:27:18,morning,weekday,1
2688,Bread,2016-12-06 09:27:18,morning,weekday,1
2689,Coffee,2016-12-06 09:48:09,morning,weekday,1
2690,Hot chocolate,2016-12-06 09:50:30,morning,weekday,1
2690,Alfajores,2016-12-06 09:50:30,morning,weekday,1
2690,Bread,2016-12-06 09:50:30,morning,weekday,1
2690,Muffin,2016-12-06 09:50:30,morning,weekday,1
2691,Coffee,2016-12-06 09:51:10,morning,weekday,1
2692,Bread,2016-12-06 09:51:38,morning,weekday,1
2693,Coffee,2016-12-06 09:52:37,morning,weekday,1
2693,Coffee,2016-12-06 09:52:37,morning,weekday,1
2694,Coffee,2016-12-06 09:53:52,morning,weekday,1
2694,Coffee,2016-12-06 09:53:52,morning,weekday,1
2694,Medialuna,2016-12-06 09:53:52,morning,weekday,1
2695,Coffee,2016-12-06 09:54:45,morning,weekday,1
2696,Pastry,2016-12-06 10:15:01,morning,weekday,1
2696,Medialuna,2016-12-06 10:15:01,morning,weekday,1
2696,Bread,2016-12-06 10:15:01,morning,weekday,1
2697,Muffin,2016-12-06 10:18:59,morning,weekday,1
2697,Coffee,2016-12-06 10:18:59,morning,weekday,1
2697,Coffee,2016-12-06 10:18:59,morning,weekday,1
2698,Bread,2016-12-06 10:25:37,morning,weekday,1
2699,Bread,2016-12-06 10:28:26,morning,weekday,1
2700,Bread,2016-12-06 10:30:22,morning,weekday,1
2700,Coffee,2016-12-06 10:30:22,morning,weekday,1
2701,Bread,2016-12-06 10:45:44,morning,weekday,1
2701,Tea,2016-12-06 10:45:44,morning,weekday,1
2702,Bread,2016-12-06 10:49:29,morning,weekday,1
2702,Cookies,2016-12-06 10:49:29,morning,weekday,1
2702,Muffin,2016-12-06 10:49:29,morning,weekday,1
2703,Tea,2016-12-06 10:52:24,morning,weekday,1
2703,Coffee,2016-12-06 10:52:24,morning,weekday,1
2704,Medialuna,2016-12-06 10:54:51,morning,weekday,1
2704,Pastry,2016-12-06 10:54:51,morning,weekday,1
2704,Bread,2016-12-06 10:54:51,morning,weekday,1
2705,Coffee,2016-12-06 10:55:48,morning,weekday,1
2705,Alfajores,2016-12-06 10:55:48,morning,weekday,1
2706,Toast,2016-12-06 10:57:54,morning,weekday,1
2707,Coffee,2016-12-06 10:59:09,morning,weekday,1
2708,Tea,2016-12-06 11:03:20,morning,weekday,1
2709,Hot chocolate,2016-12-06 11:07:06,morning,weekday,1
2709,Medialuna,2016-12-06 11:07:06,morning,weekday,1
2710,Coffee,2016-12-06 11:07:30,morning,weekday,1
2710,Pastry,2016-12-06 11:07:30,morning,weekday,1
2711,Coffee,2016-12-06 11:08:19,morning,weekday,1
2712,Cake,2016-12-06 11:21:40,morning,weekday,1
2712,Bread,2016-12-06 11:21:40,morning,weekday,1
2713,Cake,2016-12-06 11:23:27,morning,weekday,1
2713,Coffee,2016-12-06 11:23:27,morning,weekday,1
2714,Coffee,2016-12-06 11:45:33,morning,weekday,1
2714,Hot chocolate,2016-12-06 11:45:33,morning,weekday,1
2714,Pastry,2016-12-06 11:45:33,morning,weekday,1
2715,Tea,2016-12-06 12:02:51,afternoon,weekday,1
2716,Bread,2016-12-06 12:07:33,afternoon,weekday,1
2717,Tea,2016-12-06 12:11:28,afternoon,weekday,1
2718,Bread,2016-12-06 12:24:06,afternoon,weekday,1
2718,Farm House,2016-12-06 12:24:06,afternoon,weekday,1
2719,Coffee,2016-12-06 12:24:44,afternoon,weekday,1
2720,Bread,2016-12-06 12:35:33,afternoon,weekday,1
2721,Bread,2016-12-06 12:39:43,afternoon,weekday,1
2722,Bread,2016-12-06 12:44:06,afternoon,weekday,1
2722,Cookies,2016-12-06 12:44:06,afternoon,weekday,1
2723,Coffee,2016-12-06 12:47:13,afternoon,weekday,1
2723,Bread,2016-12-06 12:47:13,afternoon,weekday,1
2724,Cookies,2016-12-06 12:50:14,afternoon,weekday,1
2724,Coffee,2016-12-06 12:50:14,afternoon,weekday,1
2725,Farm House,2016-12-06 13:02:34,afternoon,weekday,1
2726,Bread,2016-12-06 13:12:31,afternoon,weekday,1
2727,Coffee,2016-12-06 13:14:28,afternoon,weekday,1
2728,Coffee,2016-12-06 13:16:31,afternoon,weekday,1
2728,Tea,2016-12-06 13:16:31,afternoon,weekday,1
2728,Sandwich,2016-12-06 13:16:31,afternoon,weekday,1
2728,Muffin,2016-12-06 13:16:31,afternoon,weekday,1
2729,Coffee,2016-12-06 13:22:06,afternoon,weekday,1
2729,Bread,2016-12-06 13:22:06,afternoon,weekday,1
2729,Cake,2016-12-06 13:22:06,afternoon,weekday,1
2730,Bread,2016-12-06 13:36:54,afternoon,weekday,1
2731,Tea,2016-12-06 14:01:12,afternoon,weekday,1
2732,Tea,2016-12-06 14:02:32,afternoon,weekday,1
2732,Coffee,2016-12-06 14:02:32,afternoon,weekday,1
2733,Coffee,2016-12-06 14:10:33,afternoon,weekday,1
2734,Sandwich,2016-12-06 14:29:07,afternoon,weekday,1
2734,Tea,2016-12-06 14:29:07,afternoon,weekday,1
2734,Alfajores,2016-12-06 14:29:07,afternoon,weekday,1
2735,Coffee,2016-12-06 15:09:18,afternoon,weekday,1
2735,Mineral water,2016-12-06 15:09:18,afternoon,weekday,1
2735,Alfajores,2016-12-06 15:09:18,afternoon,weekday,1
2735,Cake,2016-12-06 15:09:18,afternoon,weekday,1
2735,Sandwich,2016-12-06 15:09:18,afternoon,weekday,1
2736,Coffee,2016-12-06 15:29:23,afternoon,weekday,1
2736,Bread,2016-12-06 15:29:23,afternoon,weekday,1
2737,Coffee,2016-12-06 15:30:04,afternoon,weekday,1
2738,Tea,2016-12-06 15:44:35,afternoon,weekday,1
2738,Cake,2016-12-06 15:44:35,afternoon,weekday,1
2739,Bread,2016-12-06 15:49:41,afternoon,weekday,1
2740,Cookies,2016-12-06 15:53:35,afternoon,weekday,1
2741,Coffee,2016-12-06 16:01:07,afternoon,weekday,1
2741,Juice,2016-12-06 16:01:07,afternoon,weekday,1
2742,Coffee,2016-12-06 16:22:54,afternoon,weekday,1
2742,Muffin,2016-12-06 16:22:54,afternoon,weekday,1
2742,Mineral water,2016-12-06 16:22:54,afternoon,weekday,1
2742,Juice,2016-12-06 16:22:54,afternoon,weekday,1
2743,Bread,2016-12-06 16:24:31,afternoon,weekday,1
2744,Bread,2016-12-07 08:38:22,morning,weekday,2
2745,Bread,2016-12-07 09:02:48,morning,weekday,2
2746,Bread,2016-12-07 09:15:18,morning,weekday,2
2746,Hot chocolate,2016-12-07 09:15:18,morning,weekday,2
2746,Juice,2016-12-07 09:15:18,morning,weekday,2
2746,Toast,2016-12-07 09:15:18,morning,weekday,2
2747,Coffee,2016-12-07 09:21:35,morning,weekday,2
2747,Cake,2016-12-07 09:21:35,morning,weekday,2
2747,Bread,2016-12-07 09:21:35,morning,weekday,2
2748,Coffee,2016-12-07 09:25:00,morning,weekday,2
2748,Toast,2016-12-07 09:25:00,morning,weekday,2
2749,Coffee,2016-12-07 09:26:40,morning,weekday,2
2749,Toast,2016-12-07 09:26:40,morning,weekday,2
2750,Tea,2016-12-07 09:27:45,morning,weekday,2
2751,Tea,2016-12-07 09:29:20,morning,weekday,2
2751,Toast,2016-12-07 09:29:20,morning,weekday,2
2751,Cookies,2016-12-07 09:29:20,morning,weekday,2
2752,Farm House,2016-12-07 10:11:14,morning,weekday,2
2753,Bread,2016-12-07 10:28:53,morning,weekday,2
2753,Cake,2016-12-07 10:28:53,morning,weekday,2
2754,Bread,2016-12-07 10:58:32,morning,weekday,2
2755,Coffee,2016-12-07 11:00:46,morning,weekday,2
2755,Coffee,2016-12-07 11:00:46,morning,weekday,2
2756,Tea,2016-12-07 11:01:17,morning,weekday,2
2756,Alfajores,2016-12-07 11:01:17,morning,weekday,2
2757,Bread,2016-12-07 11:02:36,morning,weekday,2
2758,Coffee,2016-12-07 11:03:59,morning,weekday,2
2759,Juice,2016-12-07 11:13:22,morning,weekday,2
2759,Coffee,2016-12-07 11:13:22,morning,weekday,2
2759,Tea,2016-12-07 11:13:22,morning,weekday,2
2760,Coffee,2016-12-07 11:28:16,morning,weekday,2
2760,Medialuna,2016-12-07 11:28:16,morning,weekday,2
2761,Bread,2016-12-07 11:41:59,morning,weekday,2
2762,Medialuna,2016-12-07 11:42:43,morning,weekday,2
2762,Coffee,2016-12-07 11:42:43,morning,weekday,2
2763,Cake,2016-12-07 12:03:14,afternoon,weekday,2
2763,Tea,2016-12-07 12:03:14,afternoon,weekday,2
2764,Bread,2016-12-07 12:07:00,afternoon,weekday,2
2764,Coffee,2016-12-07 12:07:00,afternoon,weekday,2
2765,Farm House,2016-12-07 12:08:10,afternoon,weekday,2
2766,Bread,2016-12-07 12:13:07,afternoon,weekday,2
2767,Farm House,2016-12-07 12:21:41,afternoon,weekday,2
2767,Crepes,2016-12-07 12:21:41,afternoon,weekday,2
2768,Bread,2016-12-07 12:29:46,afternoon,weekday,2
2769,Hot chocolate,2016-12-07 12:35:28,afternoon,weekday,2
2770,Coffee,2016-12-07 12:47:30,afternoon,weekday,2
2770,Coffee,2016-12-07 12:47:30,afternoon,weekday,2
2770,Hot chocolate,2016-12-07 12:47:30,afternoon,weekday,2
2770,Sandwich,2016-12-07 12:47:30,afternoon,weekday,2
2771,Sandwich,2016-12-07 12:56:11,afternoon,weekday,2
2772,Coffee,2016-12-07 12:57:13,afternoon,weekday,2
2772,Truffles,2016-12-07 12:57:13,afternoon,weekday,2
2773,Jam,2016-12-07 12:59:27,afternoon,weekday,2
2774,Bread,2016-12-07 13:08:22,afternoon,weekday,2
2775,Bread,2016-12-07 13:23:02,afternoon,weekday,2
2776,Sandwich,2016-12-07 13:35:04,afternoon,weekday,2
2776,Coffee,2016-12-07 13:35:04,afternoon,weekday,2
2776,Mineral water,2016-12-07 13:35:04,afternoon,weekday,2
2777,Bread,2016-12-07 13:48:57,afternoon,weekday,2
2778,Coke,2016-12-07 14:01:10,afternoon,weekday,2
2778,Coke,2016-12-07 14:01:10,afternoon,weekday,2
2778,Cookies,2016-12-07 14:01:10,afternoon,weekday,2
2780,Bread,2016-12-07 14:23:46,afternoon,weekday,2
2780,Bread,2016-12-07 14:23:46,afternoon,weekday,2
2781,Coffee,2016-12-07 14:31:10,afternoon,weekday,2
2781,Coffee,2016-12-07 14:31:10,afternoon,weekday,2
2781,Sandwich,2016-12-07 14:31:10,afternoon,weekday,2
2782,Bread,2016-12-07 14:45:54,afternoon,weekday,2
2782,Coffee,2016-12-07 14:45:54,afternoon,weekday,2
2783,Tea,2016-12-07 14:47:44,afternoon,weekday,2
2783,Coffee,2016-12-07 14:47:44,afternoon,weekday,2
2785,Tea,2016-12-07 15:16:54,afternoon,weekday,2
2785,Coffee,2016-12-07 15:16:54,afternoon,weekday,2
2786,Hot chocolate,2016-12-07 16:00:12,afternoon,weekday,2
2787,Coffee,2016-12-07 16:25:57,afternoon,weekday,2
2787,Coffee,2016-12-07 16:25:57,afternoon,weekday,2
2787,Alfajores,2016-12-07 16:25:57,afternoon,weekday,2
2788,Fudge,2016-12-07 17:04:56,evening,weekday,2
2788,Jam,2016-12-07 17:04:56,evening,weekday,2
2788,Cake,2016-12-07 17:04:56,evening,weekday,2
2788,Coffee,2016-12-07 17:04:56,evening,weekday,2
2789,Cake,2016-12-08 08:26:16,morning,weekday,3
2790,Coffee,2016-12-08 08:46:11,morning,weekday,3
2790,Bread,2016-12-08 08:46:11,morning,weekday,3
2791,Pastry,2016-12-08 09:03:07,morning,weekday,3
2791,Coffee,2016-12-08 09:03:07,morning,weekday,3
2792,Coffee,2016-12-08 09:04:24,morning,weekday,3
2792,Pastry,2016-12-08 09:04:24,morning,weekday,3
2793,Coffee,2016-12-08 09:14:56,morning,weekday,3
2793,Pastry,2016-12-08 09:14:56,morning,weekday,3
2794,Truffles,2016-12-08 09:18:48,morning,weekday,3
2794,Bread,2016-12-08 09:18:48,morning,weekday,3
2795,Coffee,2016-12-08 09:26:36,morning,weekday,3
2796,Coffee,2016-12-08 09:28:20,morning,weekday,3
2797,Coffee,2016-12-08 09:32:00,morning,weekday,3
2797,Toast,2016-12-08 09:32:00,morning,weekday,3
2797,Vegan mincepie,2016-12-08 09:32:00,morning,weekday,3
2797,Mineral water,2016-12-08 09:32:00,morning,weekday,3
2797,Coffee,2016-12-08 09:32:00,morning,weekday,3
2798,Medialuna,2016-12-08 09:33:26,morning,weekday,3
2798,Bread,2016-12-08 09:33:26,morning,weekday,3
2799,Coffee,2016-12-08 09:44:53,morning,weekday,3
2799,Cake,2016-12-08 09:44:53,morning,weekday,3
2800,Coffee,2016-12-08 10:09:16,morning,weekday,3
2800,Pastry,2016-12-08 10:09:16,morning,weekday,3
2801,Coffee,2016-12-08 10:16:28,morning,weekday,3
2802,Coffee,2016-12-08 10:40:06,morning,weekday,3
2803,Bread,2016-12-08 10:53:51,morning,weekday,3
2803,Cake,2016-12-08 10:53:51,morning,weekday,3
2803,Cookies,2016-12-08 10:53:51,morning,weekday,3
2804,Coffee,2016-12-08 10:55:18,morning,weekday,3
2804,Tea,2016-12-08 10:55:18,morning,weekday,3
2804,Bread,2016-12-08 10:55:18,morning,weekday,3
2804,Cake,2016-12-08 10:55:18,morning,weekday,3
2805,Toast,2016-12-08 11:02:40,morning,weekday,3
2805,Juice,2016-12-08 11:02:40,morning,weekday,3
2806,Bread,2016-12-08 11:03:36,morning,weekday,3
2807,Pastry,2016-12-08 11:04:22,morning,weekday,3
2807,Pastry,2016-12-08 11:04:22,morning,weekday,3
2808,Coffee,2016-12-08 11:26:03,morning,weekday,3
2809,Truffles,2016-12-08 11:27:11,morning,weekday,3
2810,Tea,2016-12-08 11:35:19,morning,weekday,3
2811,Bread,2016-12-08 11:36:09,morning,weekday,3
2812,Farm House,2016-12-08 11:39:06,morning,weekday,3
2813,Coffee,2016-12-08 11:51:58,morning,weekday,3
2813,Cake,2016-12-08 11:51:58,morning,weekday,3
2814,Coffee,2016-12-08 11:53:34,morning,weekday,3
2814,Sandwich,2016-12-08 11:53:34,morning,weekday,3
2815,Tea,2016-12-08 12:19:45,afternoon,weekday,3
2816,Hearty & Seasonal,2016-12-08 12:45:41,afternoon,weekday,3
2816,Tea,2016-12-08 12:45:41,afternoon,weekday,3
2817,Coffee,2016-12-08 13:03:52,afternoon,weekday,3
2818,Coffee,2016-12-08 13:04:38,afternoon,weekday,3
2819,Tea,2016-12-08 13:41:08,afternoon,weekday,3
2819,Cake,2016-12-08 13:41:08,afternoon,weekday,3
2820,Farm House,2016-12-08 13:42:08,afternoon,weekday,3
2821,Coffee,2016-12-08 13:53:09,afternoon,weekday,3
2822,Coffee,2016-12-08 14:20:51,afternoon,weekday,3
2823,Bread,2016-12-08 14:34:32,afternoon,weekday,3
2824,Coffee,2016-12-08 15:11:16,afternoon,weekday,3
2824,Cake,2016-12-08 15:11:16,afternoon,weekday,3
2825,Cake,2016-12-08 15:17:44,afternoon,weekday,3
2826,Alfajores,2016-12-08 15:40:39,afternoon,weekday,3
2826,Medialuna,2016-12-08 15:40:39,afternoon,weekday,3
2826,Brownie,2016-12-08 15:40:39,afternoon,weekday,3
2827,Bread,2016-12-08 15:41:22,afternoon,weekday,3
2828,Bread,2016-12-08 16:54:21,afternoon,weekday,3
2829,Bread,2016-12-09 09:03:46,morning,weekday,4
2829,Jam,2016-12-09 09:03:46,morning,weekday,4
2830,Tea,2016-12-09 09:05:25,morning,weekday,4
2830,Sandwich,2016-12-09 09:05:25,morning,weekday,4
2831,Coffee,2016-12-09 09:13:18,morning,weekday,4
2831,Medialuna,2016-12-09 09:13:18,morning,weekday,4
2831,Juice,2016-12-09 09:13:18,morning,weekday,4
2831,Coke,2016-12-09 09:13:18,morning,weekday,4
2832,Toast,2016-12-09 09:15:48,morning,weekday,4
2832,Coffee,2016-12-09 09:15:48,morning,weekday,4
2832,Bread,2016-12-09 09:15:48,morning,weekday,4
2833,Bread,2016-12-09 09:17:08,morning,weekday,4
2833,Coffee,2016-12-09 09:17:08,morning,weekday,4
2833,Toast,2016-12-09 09:17:08,morning,weekday,4
2834,Bread,2016-12-09 09:19:46,morning,weekday,4
2834,Coffee,2016-12-09 09:19:46,morning,weekday,4
2834,Medialuna,2016-12-09 09:19:46,morning,weekday,4
2835,Coffee,2016-12-09 09:31:22,morning,weekday,4
2836,Bread,2016-12-09 09:31:52,morning,weekday,4
2836,Toast,2016-12-09 09:31:52,morning,weekday,4
2837,Bread,2016-12-09 09:42:56,morning,weekday,4
2838,Coffee,2016-12-09 09:58:47,morning,weekday,4
2838,Coffee,2016-12-09 09:58:47,morning,weekday,4
2838,Medialuna,2016-12-09 09:58:47,morning,weekday,4
2838,Cake,2016-12-09 09:58:47,morning,weekday,4
